0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 => 7 5
0000000000000000000000000000000000000000000000000000000000000000000000000005000000000000000000000000 => 4 2
0000000000000000000000000000000000000000005000000000000000000000000000000005000000000000000000000000 => 3 7
0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 => 5 1
0000000000000000000000000000000000000000000000000005000000000000000000000000000000000000000000000000 => 7 6
0000000000000000000000000000000000000000000000000005000000000000000000000000500000000000000000000000 => 2 3
0000000000000000000000050000000000000000000000000005000000000000000000000000500000000000000000000000 => 1 8
0000000000000000005000050000000000000000000000000005000000000000000000000000500000000000000000000000 => 4 9
0000000000000000005000050000000000000000000000000505000000000000000000000000500000000000000000000000 => 0 4
0000500000000000005000050000000000000000000000000505000000000000000000000000500000000000000000000000 => 0 8
0000500050000000005000050000000000000000000000000505000000000000000000000000500000000000000000000000 => 0 0
5000500050000000005000050000000000000000000000000505000000000000000000000000500000000000000000000000 => 4 2
5000500050000000005000050000000000000000005000000505000000000000000000000000500000000000000000000000 => 9 0
5000500050000000005000050000000000000000005000000505000000000000000000000000500000000000005000000000 => 9 2
5000500050000000005000050000000000000000005000000505000000000000000000000000500000000000005050000000 => 8 4
5000500050000000005000050000000000000000005000000505000000000000000000000000500000005000005050000000 => 4 4
5000500050000000005000050000000000000000005050000505000000000000000000000000500000005000005050000000 => 4 7
5000500050000000005000050000000000000000005050050505000000000000000000000000500000005000005050000000 => 7 9
5000500050000000005000050000000000000000005050050505000000000000000000000000500500005000005050000000 => 5 6
5000500050000000005000050000000000000000005050050505000050000000000000000000500500005000005050000000 => 1 6
5000500050000000505000050000000000000000005050050505000050000000000000000000500500005000005050000000 => 1 2
5000500050005000505000050000000000000000005050050505000050000000000000000000500500005000005050000000 => 0 2
5050500050005000505000050000000000000000005050050505000050000000000000000000500500005000005050000000 => 3 6
5050500050005000505000050505000000001000005055050505000050000000000000000000500500005000005050000000 => 3 5
5050500050005000505000055555000000011000005055550505000050000000000000000000500500005000005050000000 => 3 4
5050500050005000505000055555000000511000005055550505000050000000000000000000500500005000005050000000 => 3 7
5050500050005000505000055555500000511100005055555505000050000000000000000000500500005000005050000000 => 3 8
5050500050005000505000055555550000522225005055555505000050000000000000000000500500005000005050000000 => 1 9
5050500055005000505200055555550000522225005055555505000050000000000000000000500500005000005050000000 => 1 7
5050500055005000555200055555550000522225005055555505000050000000000000000000500500005000005050000000 => 0 7
5050500555005000555200055555550000522225005055555505000050000000000000000000500500005000005050000000 => 0 6
5050505555005000555200055555550000522225005055555505000050000000000000000000500500005000005050000000 => 1 5
5050555555005052555200055555550000522225005055555505000050000000000000000000500500005000005050000000 => 1 3
5050555555005552555200055555550000522225005055555505000050000000000000000000500500005000005050000000 => 0 3
5055555555005552555200055555550000522225005055555505000050000000000000000000500500005000005050000000 => 0 1
5555555555005552555200055555550000522225005055555505000050000000000000000000500500005000005050000000 => 5 9
5555555555005552555200055555550000522225005055555505000050050000000000000000500500005000005050000000 => 6 9
5555555555005552555200055555550000522225005055555505000050050000000005000000500500005000005050000000 => 5 8
5555555555005552555200055555550000522225005055555505000050550000000005000000500500005000005050000000 => 6 8
5555555555005552555200055555550000522225005055555505000055550000000015000000550500005000005050000000 => 7 8
5555555555005552555200055555550000522225005055555505000055550000000015000000555500005000005050000000 => 6 7
5555555555005552555200055555550000522225005055555505000055550000000115000000555500005000005050000000 => 6 6
5555555555005552555200055555550000522225005055555505000555550000052225000005555500005000005050000000 => 9 9
5555555555005552555200055555550000522225005055555505000555550000052225000005555500005000005050000005 => 8 9
5555555555005552555200055555550000522225005055555505000555550000052225000005555500005000055050000005 => 8 8
5555555555005552555200055555550000522225005055555505000555550000052225000005555500005000155050000505 => 9 8
5555555555005552555200055555550000522225005055555505000555550000052225000005555500005000155050000555 => 8 7
5555555555005552555200055555550000522225005055555505000555550000052225000005555500005052255050005555 => 9 5
5555555555005552555200055555550000522225005055555505000555550000052225000005555500005052255050055555 => 8 5
5555555555005552555200055555550000522225005055555505000555550000052225000005555500005552255050055555 => 9 4
5555555555005552555200055555550000522225005055555505000555550000052225000005555500005552255050555555 => 9 3
5555555555005552555200055555550000522225005055555505000555550000052225000005555500005552255055555555 => 9 1
5555555555005552555200055555550000522225005055555505000555550000052225000005555500005552255555555555 => 6 3
5555555555005552555200055555550000522225005055555505000555550005052225000005555500005552255555555555 => 6 4
5555555555005552555200055555550000522225005055555505000555550005552225000005555500005552255555555555 => 5 3
5555555555005552555200055555550000522225005055555505050555550005552225000005555500005552255555555555 => 3 3
5555555555005552555200055555550005522225005055555505050555550005552225000005555500005552255555555555 => 3 2
5555555555005552555200055555550055522225005055555505050555550005552225000005555500005552255555555555 => 2 1
5555555555005552555205055555550055522225005055555505050555550005552225000005555500005552255555555555 => 1 0
5555555555505552555205055555550055522225005055555505050555550005552225000005555500005552255555555555 => 3 0
5555555555505552555205055555551055522225055055555505050555550005552225000005555500005552255555555555 => 3 1
5555555555505552555255555555552255522225555055555505050555550005552225000005555500005552255555555555 => 1 1
5555555555555552555255555555552255522225555055555505050555550005552225000005555500005552255555555555 => 4 3
5555555555555552555255555555552255522225555555555505050555550005552225000005555500005552255555555555 => 5 4
5555555555555552555255555555552255522225555555555505052555550005552225000005555500005552255555555555 => 5 2
5555555555555552555255555555552255522225555555555505252555550555552225000005555500005552255555555555 => 7 4
5555555555555552555255555555552255522225555555555505252555550555552225000055555500005552255555555555 => 8 3
5555555555555552555255555555552255522225555555555505252555550555552225000055555500055552255555555555 => 7 3
5555555555555552555255555555552255522225555555555505252555550555552225000555555500055552255555555555 => 8 0
5555555555555552555255555555552255522225555555555505252555550555552225050555555510055552255555555555 => 8 1
5555555555555552555255555555552255522225555555555505252555550555552225050555555515055552255555555555 => 7 0
5555555555555552555255555555552255522225555555555505252555550555552225150555555515055552255555555555 => 6 0
5555555555555552555255555555552255522225555555555555252555552555552225250555555525055552255555555555 => 7 2
5555555555555552555255555555552255522225555555555555252555552555552225251555555525055552255555555555 => 8 2
0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 => 7 4
0000000000000000000000000000000000000000000000000000000000000000000000000050000000000000000000000000 => 7 7
0000000000000000000000000000000000000000000000000000000000000000000000000050050000000000000000000000 => 3 4
0000000000000000000000000000000000500000000000000000000000000000000000000050050000000000000000000000 => 0 1
0100000000505000000000000000000000500000000000000000000000000000000000000050050000000000000000000000 => 0 0
5100000000505000000000000000000000500000000000000000000000000000000000000050050000000000000000000000 => 1 1
5100000000555000000000000000000000500000000000000000000000000000000000000050050000000000000000000000 => 0 2
5225000000555500000000000000000000500000000000000000000000000000000000000050050000000000000000000000 => 3 1
5225000000555500000000000000000500500000000000000000000000000000000000000050050000000000000000000000 => 0 6
5225005000555500000000000000000500500000000000000000000000000000000000000050050000000000000000000000 => 0 9
5225005005555500000000000000000500500000000000000000000000000000000000000050050000000000000000000000 => 4 9
5225005005555500000000000000000500500000000000000500000000000000000000000050050000000000000000000000 => 7 9
5225005005555500000000000000000500500000000000000500000000000000000000000050050500000000000000000000 => 9 6
5225005005555500000000000000000500500000000000000500000000000000000000000050050500000000000000005000 => 9 2
5225005005555500000000000000000500500000000000000500000000000000000000000050050505050000000010005000 => 9 1
5225005005555500000000000000000500500000000000000500000000000000000000000050050555550000000110005000 => 9 0
5225005005555500000000000000000500500000000000000500000000000000000000000050050555550000005110005000 => 9 3
5225005005555500000000000000000500500000000000000500000000000000000000000050050555555000005222505000 => 5 0
5225005005555500000000000000000500500000000000000550000000000000000000000050050555555000005222505000 => 2 2
5225005005555500000000100000000505500000000000000550000000000000000000000050050555555000005222505000 => 2 1
5225005005555500000005100000000505500000000000000550000000000000000000000050050555555000005222505000 => 2 3
5225005005555500000005150000000505500000000000000550000000000000000000000050050555555000005222505000 => 3 2
5225005005555500000005150000000515500000050500000550000000000000000000000050050555555000005222505000 => 4 2
5225005005555500000005150000000515500000051500000555050000000000000000000050050555555000005222505000 => 5 2
5225005005555500000005250000000525500000052500000555250000000555000000000050050555555000005222505000 => 3 0
5225005005555500000005250000005525500000052500000555250000000555000000000050050555555000005222505000 => 7 0
5225005005555500000005250000005525500000052500000555250000000555000000500050050555555000005222505000 => 7 2
5225005005555500000005250000005525500000052500000555250000000555000000552550050555555000005222505000 => 6 0
5225005005555500000005250000005525500000052500000555250000002555000000552550050555555000005222505000 => 4 0
5225005005555500000005250000005525500000552500000555250000002555000000552550050555555000005222505000 => 2 0
5225005005555500000055250000005525500000552500000555250000002555000000552550050555555000005222505000 => 2 4
5225005005555555000055252500005525550000552500000555250000002555000000552550050555555000005222505000 => 0 5
5225015005555555500055252500005525550000552500000555250000002555000000552550050555555000005222505000 => 0 4
5225225005555555500055252500005525550000552500000555250000002555000000552550050555555000005222505000 => 5 4
5225225005555555500055252500005525550000552500000555255000002555000000552550050555555000005222505000 => 5 5
5225225005555555500055252500005525550000552550500555255100002555505000552550050555555000005222505000 => 6 5
5225225005555555500055252500005525550000552550500555255150002555515000552550550555555000005222505000 => 4 5
5225225005555555500055252500005525555000552552500555255250002555525000552555550555555000005222505000 => 8 5
5225225005555555500055252500005525555000552552500555255250002555525000552555550555555500005222505000 => 9 5
5225225005555555500055252500005525555000552552500555255250002555525000552555550555555500005222555000 => 2 6
5225225005555555500055252550005525555000552552500555255250002555525000552555550555555500005222555000 => 2 7
5225225005555555500055252555005525555000552552500555255250002555525000552555550555555500005222555000 => 2 8
